2.2641e+12 1.0324e+11
2.5404e+12 1.1746e+11
2.8504e+12 1.3287e+11
3.1982e+12 1.4947e+11
3.5884e+12 1.6731e+11
4.0263e+12 1.8641e+11
4.5175e+12 2.0680e+11
5.0688e+12 2.2852e+11
5.6872e+12 2.5160e+11
6.3812e+12 2.7610e+11
7.1598e+12 3.0205e+11
8.0334e+12 3.2950e+11
9.0137e+12 3.5852e+11
1.0114e+13 3.8916e+11
1.1348e+13 4.2150e+11
1.2732e+13 4.5559e+11
1.4286e+13 4.9152e+11
1.6029e+13 5.2938e+11
1.7985e+13 5.6926e+11
2.0179e+13 6.1124e+11
2.2641e+13 6.5545e+11
2.5404e+13 7.0199e+11
2.8504e+13 7.5099e+11
3.1982e+13 8.0258e+11
3.5884e+13 8.5690e+11
4.0263e+13 9.1410e+11
4.5175e+13 9.7436e+11
5.0688e+13 1.0378e+12
5.6872e+13 1.1048e+12
6.3812e+13 1.1753e+12
7.1598e+13 1.2498e+12
8.0334e+13 1.3283e+12
9.0137e+13 1.4112e+12
1.0114e+14 1.4987e+12
1.1348e+14 1.5913e+12
1.2732e+14 1.6890e+12
1.4286e+14 1.7925e+12
1.6029e+14 1.9019e+12
1.7985e+14 2.0177e+12
2.0179e+14 2.1402e+12
2.2641e+14 2.2710e+12
2.5404e+14 2.4054e+12
2.8504e+14 2.5711e+12
3.1982e+14 2.6577e+12
3.5884e+14 nan
4.0263e+14 2.7990e+12
4.5175e+14 nan
5.0688e+14 2.9141e+12
5.6872e+14 nan
6.3812e+14 3.0288e+12
7.1598e+14 nan
8.0334e+14 3.1436e+12
9.0137e+14 nan
1.0114e+15 3.2586e+12
1.1348e+15 nan
1.2732e+15 3.3737e+12
1.4286e+15 nan
1.6029e+15 3.4890e+12
1.7985e+15 nan
2.0179e+15 3.6044e+12
2.2641e+15 nan
2.5404e+15 3.7207e+12
2.8504e+15 nan
3.1982e+15 3.8429e+12
3.5884e+15 nan
4.0263e+15 7.7357e+12
