1.4286e+06 1.5340e+02
1.6029e+06 1.5365e+02
1.7985e+06 1.5391e+02
2.0179e+06 1.5416e+02
2.2641e+06 1.7027e+02
2.5404e+06 1.9016e+02
2.8504e+06 2.1251e+02
3.1982e+06 2.3763e+02
3.5884e+06 2.6589e+02
4.0263e+06 2.9770e+02
4.5175e+06 3.3352e+02
5.0688e+06 3.7388e+02
5.6872e+06 4.1940e+02
6.3812e+06 4.7076e+02
7.1598e+06 5.2875e+02
8.0334e+06 5.9427e+02
9.0137e+06 6.6834e+02
1.0114e+07 7.5214e+02
1.1348e+07 8.4699e+02
1.2732e+07 9.5445e+02
1.4286e+07 1.0762e+03
1.6029e+07 1.2144e+03
1.7985e+07 1.3712e+03
2.0179e+07 1.5494e+03
2.2641e+07 1.7518e+03
2.5404e+07 1.9821e+03
2.8504e+07 2.2443e+03
3.1982e+07 2.5429e+03
3.5884e+07 2.8832e+03
4.0263e+07 3.2715e+03
4.5175e+07 3.7148e+03
5.0688e+07 4.2212e+03
5.6872e+07 4.8002e+03
6.3812e+07 5.4629e+03
7.1598e+07 6.2218e+03
8.0334e+07 7.0917e+03
9.0137e+07 8.0896e+03
1.0114e+08 9.2354e+03
1.1348e+08 1.0552e+04
1.2732e+08 1.2067e+04
1.4286e+08 1.3811e+04
1.6029e+08 1.5820e+04
1.7985e+08 1.8138e+04
2.0179e+08 2.0814e+04
2.2641e+08 2.3907e+04
2.5404e+08 2.7485e+04
2.8504e+08 3.1628e+04
3.1982e+08 3.6432e+04
3.5884e+08 4.2006e+04
4.0263e+08 4.8482e+04
4.5175e+08 5.6015e+04
5.0688e+08 6.4785e+04
5.6872e+08 7.5010e+04
6.3812e+08 8.6943e+04
7.1598e+08 1.0089e+05
8.0334e+08 1.1720e+05
9.0137e+08 1.3632e+05
1.0114e+09 1.5873e+05
1.1348e+09 1.8507e+05
1.2732e+09 2.1604e+05
1.4286e+09 2.5252e+05
1.6029e+09 2.9554e+05
1.7985e+09 3.4636e+05
2.0179e+09 4.0647e+05
2.2641e+09 4.7769e+05
2.5404e+09 5.6219e+05
2.8504e+09 6.6261e+05
3.1982e+09 7.8215e+05
3.5884e+09 9.2469e+05
4.0263e+09 1.0949e+06
4.5175e+09 1.2986e+06
5.0688e+09 1.5427e+06
5.6872e+09 1.8358e+06
6.3812e+09 2.1885e+06
7.1598e+09 2.6135e+06
8.0334e+09 3.1268e+06
9.0137e+09 3.7480e+06
1.0114e+10 4.5016e+06
1.1348e+10 5.4178e+06
1.2732e+10 6.5343e+06
1.4286e+10 7.8981e+06
1.6029e+10 9.5684e+06
1.7985e+10 1.1619e+07
2.0179e+10 1.4144e+07
2.2641e+10 1.7260e+07
2.5404e+10 2.1117e+07
2.8504e+10 2.5906e+07
3.1982e+10 3.1868e+07
3.5884e+10 3.9312e+07
4.0263e+10 4.8637e+07
4.5175e+10 6.0353e+07
5.0688e+10 7.5119e+07
5.6872e+10 9.3787e+07
6.3812e+10 1.1746e+08
7.1598e+10 1.4758e+08
8.0334e+10 1.8601e+08
9.0137e+10 2.3518e+08
1.0114e+11 2.9829e+08
1.1348e+11 3.7946e+08
1.2732e+11 4.8411e+08
1.4286e+11 6.1927e+08
1.6029e+11 7.9407e+08
1.7985e+11 1.0203e+09
2.0179e+11 1.3131e+09
2.2641e+11 1.6916e+09
2.5404e+11 2.1802e+09
2.8504e+11 2.8088e+09
3.1982e+11 3.6143e+09
3.5884e+11 4.6406e+09
4.0263e+11 5.9395e+09
4.5175e+11 7.5699e+09
5.0688e+11 9.5977e+09
5.6872e+11 1.2094e+10
6.3812e+11 1.5133e+10
7.1598e+11 1.8790e+10
8.0334e+11 2.3139e+10
9.0137e+11 2.8253e+10
1.0114e+12 3.4195e+10
1.1348e+12 4.1027e+10
1.2732e+12 4.8801e+10
1.4286e+12 5.7564e+10
1.6029e+12 6.7355e+10
1.7985e+12 7.8211e+10
2.0179e+12 9.0162e+10
