# Column contents: ID(0) Snapshot(1) Scale(2) M200m [Msun/h](3) MVir [Msun/h](4) M200c [Msun/h](5) M500c [Msun/h](6) M2500c [Msun/h](7)
  994851  29 0.11514 1.636e+09  1.6357e+09  1.6357e+09  8.1787e+08           0
 1227271  30  0.1187 2.726e+09  2.8626e+09  2.7262e+09  2.4536e+09           0
 1498206  31 0.12237 2.181e+09   2.181e+09   2.181e+09  1.3631e+09           0
 1810320  32 0.12615 4.226e+09  4.6346e+09  4.2257e+09  2.5899e+09  6.8156e+08
 2165874  33 0.13005 5.589e+09  6.6793e+09  5.4525e+09           0           0
 2567545  34 0.13407  7.77e+09  8.4514e+09  7.3609e+09  3.1352e+09           0
 3018048  35 0.13822 9.815e+09  9.9508e+09  9.8145e+09   4.362e+09           0
 3518822  36 0.14249 1.159e+10  1.2132e+10  1.1587e+10  8.5877e+09  2.4536e+09
 4071510  37 0.14689 1.309e+10  1.3359e+10  1.3086e+10  1.0769e+10  1.2268e+09
 4676729  38 0.15143 1.486e+10  1.4994e+10  1.4858e+10  1.0496e+10  1.6357e+09
 5335019  39 0.15612  1.54e+10  1.6494e+10  1.5403e+10  9.8145e+09  1.3631e+08
 6047014  40 0.16094 1.718e+10  1.7448e+10  1.6494e+10   1.145e+10           0
 6811929  41 0.16592 2.072e+10  2.1537e+10  2.0719e+10   1.145e+10           0
 7629686  42 0.17105  2.89e+10  3.0398e+10  2.8353e+10  1.4449e+10  2.0447e+09
 8498815  43 0.17633 3.585e+10  3.7895e+10   3.585e+10  1.8811e+10  1.7721e+09
 9417530  44 0.18179 4.321e+10   4.362e+10  4.3211e+10  3.0261e+10  2.7262e+08
10383979  45  0.1874 4.648e+10  4.7982e+10  4.6346e+10  3.3942e+10  7.4972e+09
11396938  46  0.1932 5.412e+10  5.6706e+10  5.3843e+10  3.4487e+10  1.0496e+10
12454475  47 0.19917 6.189e+10  6.4476e+10  6.1068e+10  3.6804e+10  8.1787e+08
13554391  48 0.20533 6.802e+10   7.061e+10  6.7202e+10  4.1848e+10  9.9508e+09
14694071  49 0.21167 8.029e+10  8.4514e+10  8.0424e+10  4.7437e+10  1.7448e+10
15870461  50 0.21822 9.705e+10  9.9781e+10  9.6373e+10  5.7115e+10  1.8675e+10
17080952  51 0.22496 1.062e+11     1.1e+11  1.0605e+11  6.3385e+10  2.8353e+10
18323246  52 0.23192 1.155e+11    1.19e+11   1.145e+11  7.0473e+10    2.29e+10
