0.00416667 37.4339
0.0125 34.032
0.0208333 29.1618
0.0291667 25.2777
0.0375 23.6246
0.0458333 22.3952
0.0541667 21.6197
0.0625 21.1779
0.0708333 20.8104
0.0791667 20.4287
0.0875 20.0262
0.0958333 19.5635
0.104167 18.8756
0.1125 18.0826
0.120833 17.3138
0.129167 16.6393
0.1375 16.1131
0.145833 15.7025
0.154167 15.3406
0.1625 14.9437
0.170833 14.5673
0.179167 14.2134
0.1875 13.9009
0.195833 13.5977
0.204167 13.296
0.2125 13.0169
0.220833 12.7463
0.229167 12.4891
0.2375 12.247
0.245833 11.9957
0.254167 11.7249
0.2625 11.4567
0.270833 11.1974
0.279167 10.9729
0.2875 10.7754
0.295833 10.5803
0.304167 10.3791
0.3125 10.1825
0.320833 10.0031
0.329167 9.83383
0.3375 9.67077
0.345833 9.52609
0.354167 9.38826
0.3625 9.26725
0.370833 9.16059
0.379167 9.05826
0.3875 8.95731
0.395833 8.8606
0.404167 8.76183
0.4125 8.66113
0.420833 8.56162
0.429167 8.46311
0.4375 8.35967
0.445833 8.25493
0.454167 8.14948
0.4625 8.03898
0.470833 7.92654
0.479167 7.81198
0.4875 7.69976
0.495833 7.59034
0.504167 7.48389
0.5125 7.37801
0.520833 7.2716
0.529167 7.16321
0.5375 7.05114
0.545833 6.93677
0.554167 6.81905
0.5625 6.69617
0.570833 6.57523
0.579167 6.45976
0.5875 6.34923
0.595833 6.24449
0.604167 6.14603
0.6125 6.05034
0.620833 5.95575
0.629167 5.86313
0.6375 5.77295
0.645833 5.68401
0.654167 5.5969
0.6625 5.51343
0.670833 5.4325
0.679167 5.35423
0.6875 5.27836
0.695833 5.20188
0.704167 5.12415
0.7125 5.04374
0.720833 4.96282
0.729167 4.87926
0.7375 4.79305
0.745833 4.70735
0.754167 4.62392
0.7625 4.54152
0.770833 4.46112
0.779167 4.3838
0.7875 4.30852
0.795833 4.2337
0.804167 4.15993
0.8125 4.088
0.820833 4.01697
0.829167 3.94626
0.8375 3.8749
0.845833 3.80327
0.854167 3.73291
0.8625 3.66457
0.870833 3.59675
0.879167 3.5284
0.8875 3.45974
0.895833 3.39176
0.904167 3.32401
0.9125 3.25641
0.920833 3.18915
0.929167 3.12323
0.9375 3.05961
0.945833 2.99705
0.954167 2.93519
0.9625 2.87427
0.970833 2.81577
0.979167 2.75933
0.9875 2.70417
0.995833 2.65017
1.00417 2.59574
1.0125 2.54153
1.02083 2.48876
1.02917 2.43864
1.0375 2.39205
1.04583 2.34837
1.05417 2.30645
1.0625 2.26651
1.07083 2.22842
1.07917 2.19234
1.0875 2.15828
1.09583 2.12527
1.10417 2.09414
1.1125 2.06612
1.12083 2.04092
1.12917 2.01735
1.1375 1.99383
1.14583 1.96985
1.15417 1.94437
1.1625 1.91795
